,PCR,수정주가,CPS,code,year
2019/12(IFRS연결),19.99,"11,200",560,086960,2019
2020/12(IFRS연결),18.88,"14,500",768,086960,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",81.01,"25,950",320,086960,2021
2017/12(IFRS연결),14.29,"20,570","1,439",260930,2017
2018/12(IFRS연결),-12.64,"11,005",-871,260930,2018
2019/12(IFRS연결),4.41,"6,996","1,586",260930,2019
2020/12(IFRS연결),-6.69,"7,442","-1,113",260930,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",66.18,"11,800",178,260930,2021
2017/12(IFRS별도),23.91,"7,841",328,238090,2017
2018/12(IFRS연결),37.75,"14,500",384,238090,2018
2019/12(IFRS연결),22.20,"11,138",502,238090,2019
2020/12(IFRS연결),46.57,"14,300",307,238090,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기","-1,058.56","9,550",-9,238090,2021
2017/12(IFRS연결),14.54,"35,418","2,435",018120,2017
2018/12(IFRS연결),12.61,"30,201","2,395",018120,2018
2019/12(IFRS연결),14.95,"30,700","2,054",018120,2019
2020/12(IFRS연결),11.20,"30,700","2,741",018120,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",23.09,"30,650","1,327",018120,2021
2017/12(IFRS연결),8.35,"4,565",547,006890,2017
2018/12(IFRS연결),11.06,"4,640",419,006890,2018
2019/12(IFRS연결),1.84,"5,250","2,860",006890,2019
2020/12(IFRS연결),18.70,"14,150",757,006890,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.70,"12,350","1,154",006890,2021
2017/12(IFRS연결),8.83,"5,900",668,097780,2017
2018/12(IFRS연결),13.08,"5,025",384,097780,2018
2019/12(IFRS연결),12.74,"6,500",510,097780,2019
2020/12(IFRS연결),11.71,"8,975",766,097780,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-17.18,"4,940",-287,097780,2021
2017/12(IFRS연결),2.12,"1,415",668,082850,2017
2018/12(IFRS연결),3.22,839,261,082850,2018
2019/12(IFRS연결),0.74,"1,120","1,510",082850,2019
2020/12(IFRS연결),3.98,"6,150","1,546",082850,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.04,"4,460","1,105",082850,2021
2017/12(IFRS연결),-7.67,"1,754",-229,139670,2017
2018/12(IFRS연결),-5.78,"1,336",-231,139670,2018
2019/12(IFRS연결),119.84,"6,746",56,139670,2019
2020/12(IFRS연결),102.48,"27,500",268,139670,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-161.20,"20,700",-128,139670,2021
2017/12(IFRS연결),3.89,"5,870","1,510",079940,2017
2018/12(IFRS연결),3.94,"6,360","1,616",079940,2018
2019/12(IFRS연결),3.03,"8,280","2,730",079940,2019
2020/12(IFRS연결),3.55,"13,150","3,700",079940,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.47,"13,500","3,023",079940,2021
2017/12(IFRS연결),5.53,"42,900","7,755",036190,2017
2018/12(IFRS연결),7.98,"29,650","3,717",036190,2018
2019/12(IFRS연결),7.70,"29,500","3,829",036190,2019
2020/12(IFRS연결),11.48,"29,100","2,536",036190,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.20,"31,850","2,843",036190,2021
2017/12(IFRS연결),4.42,"5,176","1,172",045970,2017
2018/12(IFRS연결),5.06,"4,943",977,045970,2018
2019/12(IFRS연결),4.54,"6,300","1,389",045970,2019
2020/12(IFRS연결),-28.30,"9,490",-335,045970,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",28.07,"10,150",362,045970,2021
2017/12(IFRS별도),8.44,"10,950","1,297",094850,2017
2018/12(IFRS별도),12.62,"7,880",624,094850,2018
2019/12(IFRS별도),8.61,"6,700",778,094850,2019
2020/12(IFRS별도),-4.26,"9,590","-2,249",094850,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-11.36,"13,200","-1,162",094850,2021
2017/12(IFRS연결),5.35,"10,500","1,963",043370,2017
2018/12(IFRS연결),5.23,"6,670","1,276",043370,2018
2019/12(IFRS연결),4.16,"8,630","2,073",043370,2019
2020/12(IFRS연결),3.05,"9,170","3,005",043370,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.33,"10,100","2,335",043370,2021
2017/12(IFRS연결),37.32,"8,170",219,037460,2017
2018/12(IFRS연결),-7.73,"9,880","-1,279",037460,2018
2019/12(IFRS연결),3.30,"9,840","2,978",037460,2019
2020/12(IFRS연결),11.78,"12,350","1,049",037460,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.02,"12,250","12,000",037460,2021
2017/12(IFRS연결),44.42,"15,500",349,038390,2017
2018/12(IFRS연결),1.90,"15,150","7,994",038390,2018
2019/12(IFRS연결),8.10,"15,650","1,933",038390,2019
2020/12(IFRS연결),-6.32,"19,200","-3,038",038390,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",29.27,"20,800",711,038390,2021
2017/12(IFRS별도),6.21,"7,580","1,220",006380,2017
2018/12(IFRS별도),19.68,"4,335",220,006380,2018
2019/12(IFRS별도),5.61,"3,110",554,006380,2019
2020/12(IFRS별도),-3.72,"3,880","-1,044",006380,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-5.15,"4,790",-930,006380,2021
2017/12(IFRS별도),47.11,"3,545",75,066410,2017
2018/12(IFRS별도),39.65,"2,378",60,066410,2018
2019/12(IFRS별도),39.61,"1,960",49,066410,2019
2020/12(IFRS별도),-8.41,"1,895",-225,066410,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",32.05,"5,550",173,066410,2021
2017/12(IFRS연결),1.93,"10,050","5,212",200880,2017
2018/12(IFRS연결),-3.98,"4,450","-1,119",200880,2018
2019/12(IFRS연결),0.70,"4,935","7,089",200880,2019
2020/12(IFRS연결),1.72,"7,320","4,266",200880,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.01,"7,050","6,960",200880,2021
2017/12(IFRS연결),5.13,"2,560",499,009070,2017
2018/12(IFRS연결),10.87,"2,875",264,009070,2018
2019/12(IFRS연결),2.66,"2,750","1,034",009070,2019
2020/12(IFRS연결),6.28,"3,750",597,009070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",5.63,"6,220","1,105",009070,2021
2017/12(IFRS연결),80.92,"2,200",27,008700,2017
2018/12(IFRS연결),-45.91,"2,590",-56,008700,2018
2019/12(IFRS연결),7.49,"2,050",274,008700,2019
2020/12(IFRS연결),-37.31,"3,410",-91,008700,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-6.32,"2,400",-379,008700,2021
2017/12(IFRS별도),5.63,"3,580",636,078150,2017
2018/12(IFRS연결),-34.53,"3,195",-93,078150,2018
2019/12(IFRS연결),24.89,"2,995",120,078150,2019
2020/12(IFRS연결),10.81,"2,225",206,078150,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-11.09,"2,680",-242,078150,2021
2017/12(IFRS연결),,,808,290720,2017
2018/12(IFRS연결),25.32,"20,200",798,290720,2018
2019/12(IFRS연결),37.53,"16,500",440,290720,2019
2020/12(IFRS연결),30.92,"24,350",788,290720,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-24.88,"31,800","-1,278",290720,2021
2017/12(IFRS별도),3.84,"2,550",665,089890,2017
2018/12(IFRS별도),-86.33,"5,160",-60,089890,2018
2019/12(IFRS별도),19.15,"8,730",456,089890,2019
2020/12(IFRS별도),-29.24,"8,800",-301,089890,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",20.03,"15,300",764,089890,2021
2017/12(IFRS연결),72.84,"16,600",228,078520,2017
2018/12(IFRS연결),-6.88,"10,900","-1,585",078520,2018
2019/12(IFRS연결),53.81,"10,250",190,078520,2019
2020/12(IFRS연결),-24.43,"7,400",-303,078520,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",39.97,"6,520",163,078520,2021
2017/12(IFRS연결),14.84,"10,200",687,109740,2017
2018/12(IFRS연결),12.23,"6,570",537,109740,2018
2019/12(IFRS연결),-35.49,"9,100",-256,109740,2019
2020/12(IFRS연결),21.28,"6,300",296,109740,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-45.89,"7,390",-161,109740,2021
2017/12(IFRS연결),0.90,"7,360","8,134",007860,2017
2018/12(IFRS연결),1.59,"3,630","2,282",007860,2018
2019/12(IFRS연결),0.31,"2,920","9,534",007860,2019
2020/12(IFRS연결),1.49,"9,690","6,515",007860,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.48,"12,300","8,296",007860,2021
2017/12(IFRS연결),104.31,"2,120",20,009275,2017
2018/12(IFRS연결),27.90,"1,870",67,009275,2018
2019/12(IFRS연결),5.08,"1,845",363,009275,2019
2020/12(IFRS연결),57.02,"1,410",25,009275,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-21.31,"2,920",-137,009275,2021
2017/12(IFRS별도),,,372,111710,2017
2018/12(IFRS별도),34.23,"9,390",274,111710,2018
2019/12(IFRS별도),45.00,"14,350",319,111710,2019
2020/12(IFRS별도),27.07,"11,100",410,111710,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",11.00,"8,300",755,111710,2021
2017/12(IFRS연결),-24.29,"11,650",-480,156100,2017
2018/12(IFRS연결),-7.83,"7,170",-916,156100,2018
2019/12(IFRS연결),"139,045.26","7,010",0,156100,2019
2020/12(IFRS연결),-645.81,"39,200",-61,156100,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-13.58,"10,750",-792,156100,2021
2017/12(IFRS연결),18.08,"82,203","4,547",049950,2017
2018/12(IFRS연결),60.99,"47,042",771,049950,2018
2019/12(IFRS연결),19.21,"34,597","1,801",049950,2019
2020/12(IFRS연결),-22.37,"38,690","-1,730",049950,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.41,"32,650","2,861",049950,2021
2017/12(IFRS연결),11.36,"8,900",783,265560,2017
2018/12(IFRS연결),8.58,"5,675",661,265560,2018
2019/12(IFRS연결),29.90,"4,810",161,265560,2019
2020/12(IFRS연결),75.85,"11,250",148,265560,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",62.73,"18,250",291,265560,2021
2017/12(IFRS연결),-24.24,"17,647",-728,067390,2017
2018/12(IFRS연결),-4.48,"9,393","-2,096",067390,2018
2019/12(IFRS연결),8.44,"8,260",979,067390,2019
2020/12(IFRS연결),-16.10,"5,530",-343,067390,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-30.03,"5,690",-189,067390,2021
2017/12(IFRS연결),-12.49,"4,400",-352,080220,2017
2018/12(IFRS연결),-2.00,"3,605","-1,798",080220,2018
2019/12(IFRS연결),4.43,"4,130",933,080220,2019
2020/12(IFRS연결),9.52,"3,745",393,080220,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",30.48,"6,500",213,080220,2021
2017/12(IFRS연결),4.29,"15,100","3,523",005745,2017
2018/12(IFRS연결),2.15,"11,300","5,249",005745,2018
2019/12(IFRS연결),1.63,"10,400","6,390",005745,2019
2020/12(IFRS연결),1.79,"8,810","4,928",005745,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.37,"8,580","6,268",005745,2021
2017/12(IFRS별도),47.13,"2,120",45,007280,2017
2018/12(IFRS별도),2.10,"2,500","1,192",007280,2018
2019/12(IFRS별도),16.25,"1,630",100,007280,2019
2020/12(IFRS별도),1.94,"1,945","1,001",007280,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",46.64,"3,415",73,007280,2021
2017/12(IFRS연결),12.74,"6,780",532,033560,2017
2018/12(IFRS연결),-96.60,"4,160",-43,033560,2018
2019/12(IFRS연결),13.72,"3,400",248,033560,2019
2020/12(IFRS연결),-16.73,"5,190",-310,033560,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",33.00,"11,000",333,033560,2021
2017/12(GAAP개별),13.59,"3,614",266,186230,2017
2018/12(IFRS연결),-8.46,"4,240",-501,186230,2018
2019/12(IFRS연결),-21.50,"5,661",-263,186230,2019
2020/12(IFRS연결),46.32,"12,800",276,186230,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-170.23,"15,750",-93,186230,2021
2017/12(IFRS연결),,,169,124560,2017
2018/12(IFRS연결),,,931,124560,2018
2019/12(IFRS연결),8.39,"5,110",609,124560,2019
2020/12(IFRS연결),17.76,"5,170",291,124560,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-24.42,"8,790",-360,124560,2021
2017/12(IFRS연결),19.50,"19,000",974,210540,2017
2018/12(IFRS연결),6.68,"14,200","2,127",210540,2018
2019/12(IFRS연결),2.23,"10,100","4,529",210540,2019
2020/12(IFRS연결),5.50,"11,900","2,163",210540,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",11.86,"12,950","1,092",210540,2021
2017/12(IFRS연결),8.37,"40,900","4,887",004700,2017
2018/12(IFRS별도),11.92,"34,450","2,891",004700,2018
2019/12(IFRS별도),8.90,"39,000","4,384",004700,2019
2020/12(IFRS별도),18.53,"59,300","3,200",004700,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-19.61,"54,600","-2,784",004700,2021
2017/12(IFRS연결),-54.33,"4,160",-77,004540,2017
2018/12(IFRS연결),-5.10,"3,045",-597,004540,2018
2019/12(IFRS연결),3.52,"2,390",679,004540,2019
2020/12(IFRS연결),2.61,"4,310","1,653",004540,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",4.91,"4,095",834,004540,2021
2017/12(IFRS연결),25.47,"14,880",584,001070,2017
2018/12(IFRS연결),-4.14,"14,600","-3,528",001070,2018
2019/12(IFRS연결),-5.54,"20,150","-3,640",001070,2019
2020/12(IFRS연결),49.41,"39,950",809,001070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-27.73,"49,400","-1,781",001070,2021
2017/12(IFRS연결),4.33,"4,735","1,094",041930,2017
2018/12(IFRS연결),3.12,"4,025","1,288",041930,2018
2019/12(IFRS연결),4.43,"4,815","1,086",041930,2019
2020/12(IFRS연결),10.29,"10,200",991,041930,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.13,"12,100","1,194",041930,2021
2017/12(IFRS연결),-19.10,"13,750",-720,040910,2017
2018/12(IFRS연결),3.76,"6,720","1,789",040910,2018
2019/12(IFRS연결),13.89,"19,650","1,415",040910,2019
2020/12(IFRS연결),6.56,"18,300","2,788",040910,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.93,"12,850","1,176",040910,2021
2017/12(IFRS별도),6.65,"2,875",432,011155,2017
2018/12(IFRS별도),-80.21,"2,320",-29,011155,2018
2019/12(IFRS별도),13.37,"2,695",202,011155,2019
2020/12(IFRS별도),53.42,"5,100",95,011155,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",12.58,"3,800",302,011155,2021
2017/12(IFRS연결),7.75,"4,510",582,012205,2017
2018/12(IFRS연결),-38.32,"3,350",-87,012205,2018
2019/12(IFRS연결),-36.59,"2,865",-78,012205,2019
2020/12(IFRS연결),7.96,"4,320",542,012205,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-33.59,"4,085",-122,012205,2021
2017/12(IFRS별도),-13.22,"1,470",-111,060900,2017
2018/12(IFRS연결),-46.04,961,-21,060900,2018
2019/12(IFRS연결),-13.04,"1,040",-80,060900,2019
2020/12(IFRS연결),-16.93,"1,040",-61,060900,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",38.53,980,25,060900,2021
2017/12(IFRS연결),5.98,"3,100",518,014470,2017
2018/12(IFRS연결),48.51,"2,035",42,014470,2018
2019/12(IFRS연결),15.16,"2,580",170,014470,2019
2020/12(IFRS연결),8.48,"2,745",324,014470,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-249.31,"2,490",-10,014470,2021
2017/12(IFRS연결),13.58,"1,350",99,046390,2017
2018/12(IFRS연결),-12.10,"1,450",-120,046390,2018
2019/12(IFRS연결),10.02,"1,525",152,046390,2019
2020/12(IFRS연결),55.97,"2,180",39,046390,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-38.43,"3,075",-80,046390,2021
2017/12(IFRS연결),112.02,"7,970",71,201490,2017
2018/12(IFRS연결),5.76,"5,600",972,201490,2018
2019/12(IFRS연결),3.77,"5,750","1,527",201490,2019
2020/12(IFRS연결),6.00,"6,160","1,027",201490,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",7.88,"7,700",977,201490,2021
2017/12(IFRS별도),17.54,"2,270",129,011370,2017
2018/12(IFRS별도),6.11,"1,860",304,011370,2018
2019/12(IFRS별도),-5.53,"1,190",-215,011370,2019
2020/12(IFRS별도),4.84,"1,500",310,011370,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-1.87,"1,665",-890,011370,2021
2017/12(IFRS연결),4.95,"2,350",475,073560,2017
2018/12(IFRS연결),3.73,"1,575",422,073560,2018
2019/12(IFRS연결),5.62,"2,020",359,073560,2019
2020/12(IFRS연결),3.12,"1,990",637,073560,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",2.89,"2,115",733,073560,2021
2017/12(IFRS연결),8.85,"18,300","2,067",009470,2017
2018/12(IFRS연결),14.50,"21,700","1,496",009470,2018
2019/12(IFRS연결),14.99,"15,400","1,027",009470,2019
2020/12(IFRS연결),10.78,"20,800","1,930",009470,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",13.31,"30,700","2,306",009470,2021
2017/12(IFRS연결),39.37,"6,365",162,010170,2017
2018/12(IFRS연결),-42.24,"5,100",-121,010170,2018
2019/12(IFRS연결),-73.51,"3,320",-45,010170,2019
2020/12(IFRS연결),-23.19,"3,870",-167,010170,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-19.70,"2,610",-132,010170,2021
2017/12(IFRS연결),-8.69,"3,745",-431,140070,2017
2018/12(IFRS연결),10.83,"3,065",283,140070,2018
2019/12(IFRS연결),20.87,"2,390",115,140070,2019
2020/12(IFRS연결),3.64,"3,150",866,140070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-45.15,"4,380",-97,140070,2021
2017/12(IFRS연결),110.38,"4,615",42,108860,2017
2018/12(IFRS연결),-10.49,"4,150",-396,108860,2018
2019/12(IFRS연결),19.45,"3,780",194,108860,2019
2020/12(IFRS연결),124.76,"2,790",22,108860,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",43.26,"11,750",272,108860,2021
2017/12(IFRS연결),-56.83,"8,475",-149,214270,2017
2018/12(IFRS연결),38.28,"6,425",168,214270,2018
2019/12(IFRS연결),11.73,"5,650",482,214270,2019
2020/12(IFRS연결),24.21,"5,225",216,214270,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",37.93,"13,800",364,214270,2021
2017/12(IFRS연결),-96.20,"3,040",-32,193250,2017
2018/12(IFRS연결),-31.11,"2,045",-66,193250,2018
2019/12(IFRS연결),16.39,"1,735",106,193250,2019
2020/12(IFRS연결),53.62,"1,485",28,193250,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",50.76,"3,875",76,193250,2021
2017/12(IFRS별도),12.01,"40,950","3,409",023910,2017
2018/12(IFRS별도),5.12,"38,350","7,491",023910,2018
2019/12(IFRS별도),5.39,"31,650","5,877",023910,2019
2020/12(IFRS별도),5.88,"32,950","5,605",023910,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",4.24,"28,700","6,770",023910,2021
2017/12(IFRS연결),161.13,800,5,073640,2017
2018/12(IFRS연결),-997.48,"1,750",-2,073640,2018
2019/12(IFRS연결),-97.86,"1,195",-12,073640,2019
2020/12(IFRS연결),"15,766.68","2,150",0,073640,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-27.32,"1,955",-72,073640,2021
2017/12(IFRS연결),,,657,270870,2017
2018/12(IFRS연결),10.82,"12,200","1,128",270870,2018
2019/12(IFRS연결),16.82,"13,950",829,270870,2019
2020/12(IFRS연결),52.00,"24,900",479,270870,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",15.37,"21,950","1,428",270870,2021
2017/12(IFRS연결),26.13,"8,240",315,071200,2017
2018/12(IFRS연결),21.65,"5,900",272,071200,2018
2019/12(IFRS연결),9.44,"5,770",611,071200,2019
2020/12(IFRS연결),10.39,"6,880",662,071200,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",10.97,"7,170",654,071200,2021
2017/12(IFRS연결),19.43,"3,650",188,100700,2017
2018/12(IFRS연결),13.54,"3,770",278,100700,2018
2019/12(IFRS연결),10.48,"3,225",308,100700,2019
2020/12(IFRS연결),14.31,"6,290",440,100700,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.48,"4,155",490,100700,2021
2017/12(IFRS별도),4.02,"5,150","1,282",119830,2017
2018/12(IFRS연결),14.64,"13,250",905,119830,2018
2019/12(IFRS연결),5.24,"7,120","1,360",119830,2019
2020/12(IFRS연결),6.59,"8,600","1,305",119830,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",17.46,"9,280",531,119830,2021
2017/12(IFRS별도),-7.44,"9,722","-1,307",187870,2017
2018/12(IFRS별도),7.91,"7,739",978,187870,2018
2019/12(IFRS별도),4.09,"12,300","3,010",187870,2019
2020/12(IFRS별도),10.13,"51,700","5,104",187870,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",9.57,"30,200","3,156",187870,2021
2017/12(IFRS연결),85.21,"5,950",70,039860,2017
2018/12(IFRS연결),72.21,"4,235",59,039860,2018
2019/12(IFRS연결),36.22,"5,620",155,039860,2019
2020/12(IFRS연결),40.39,"8,620",213,039860,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",21.49,"7,450",347,039860,2021
2017/12(IFRS연결),26.23,"27,250","1,039",255440,2017
2018/12(IFRS연결),6.36,"15,600","2,454",255440,2018
2019/12(IFRS연결),8.51,"19,650","2,309",255440,2019
2020/12(IFRS연결),22.47,"13,350",594,255440,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.68,"16,300","1,877",255440,2021
2017/12(IFRS별도),-6.08,"5,380",-885,203400,2017
2018/12(IFRS별도),-9.08,"4,960",-546,203400,2018
2019/12(IFRS연결),-17.33,"8,600",-496,203400,2019
2020/12(IFRS연결),-9.93,"6,890",-694,203400,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-24.06,"14,600",-607,203400,2021
2017/12(IFRS연결),-34.07,"17,300",-508,123690,2017
2018/12(IFRS연결),-133.56,"10,750",-80,123690,2018
2019/12(IFRS연결),32.58,"10,850",333,123690,2019
2020/12(IFRS연결),-254.22,"12,750",-50,123690,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-15.14,"8,710",-575,123690,2021
2017/12(IFRS연결),8.50,"10,250","1,206",084730,2017
2018/12(IFRS연결),8.98,"7,800",868,084730,2018
2019/12(IFRS연결),3.64,"7,140","1,961",084730,2019
2020/12(IFRS연결),8.18,"12,300","1,503",084730,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-11.79,"20,500","-1,739",084730,2021
2017/12(IFRS별도),28.21,"4,275",152,051380,2017
2018/12(IFRS별도),9.57,"4,540",474,051380,2018
2019/12(IFRS별도),-10.46,"10,750","-1,027",051380,2019
2020/12(IFRS별도),18.33,"11,300",617,051380,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",-56.93,"21,400",-376,051380,2021
2017/12(GAAP개별),-33.86,"7,500",-222,253840,2017
2018/12(IFRS별도),-46.46,"12,800",-276,253840,2018
2019/12(IFRS연결),-17.28,"5,480",-317,253840,2019
2020/12(IFRS연결),19.53,"20,300","1,039",253840,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",5.65,"14,000","2,479",253840,2021
2017/12(IFRS연결),26.79,"8,450",315,036010,2017
2018/12(IFRS연결),7.69,"5,600",728,036010,2018
2019/12(IFRS연결),11.58,"5,210",450,036010,2019
2020/12(IFRS연결),15.74,"8,600",546,036010,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",13.97,"12,300",881,036010,2021
2017/12(IFRS연결),-45.69,"4,655",-102,066980,2017
2018/12(IFRS연결),55.89,"4,190",75,066980,2018
2019/12(IFRS연결),13.64,"3,450",253,066980,2019
2020/12(IFRS연결),20.23,"3,600",178,066980,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-8.89,"4,630",-521,066980,2021
2017/12(IFRS연결),5.92,"2,540",429,003560,2017
2018/12(IFRS연결),6.70,"1,860",278,003560,2018
2019/12(IFRS연결),6.28,"1,745",278,003560,2019
2020/12(IFRS연결),5.90,"1,610",273,003560,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",13.64,"1,475",108,003560,2021
2017/12(IFRS연결),9.59,"37,450","3,906",000860,2017
2018/12(IFRS연결),15.81,"25,000","1,581",000860,2018
2019/12(IFRS연결),11.82,"20,350","1,721",000860,2019
2020/12(IFRS연결),4.68,"22,000","4,699",000860,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-90.67,"24,950",-275,000860,2021
2017/12(IFRS별도),-6.08,"5,380",-885,203400,2017
2018/12(IFRS별도),-9.08,"4,960",-546,203400,2018
2019/12(IFRS연결),-17.33,"8,600",-496,203400,2019
2020/12(IFRS연결),-9.93,"6,890",-694,203400,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-24.06,"14,600",-607,203400,2021
2017/12(IFRS연결),1.84,"5,680","3,086",023800,2017
2018/12(IFRS연결),12.99,"6,730",518,023800,2018
2019/12(IFRS연결),1.85,"4,950","2,673",023800,2019
2020/12(IFRS연결),7.13,"14,950","2,097",023800,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",15.54,"15,300",985,023800,2021
2017/12(IFRS연결),-15.83,751,-47,008970,2017
2018/12(IFRS연결),102.34,"1,520",15,008970,2018
2019/12(IFRS연결),-5.44,"1,040",-191,008970,2019
2020/12(IFRS연결),6.57,"1,120",170,008970,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-4.66,"1,285",-276,008970,2021
2017/12(IFRS연결),-42.67,"5,680",-133,043650,2017
2018/12(IFRS연결),-13.71,"4,060",-296,043650,2018
2019/12(IFRS연결),-11.06,"3,250",-294,043650,2019
2020/12(IFRS연결),6.63,"5,620",848,043650,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",28.31,"9,130",322,043650,2021
2017/12(IFRS연결),-19.00,"1,075",-57,006340,2017
2018/12(IFRS연결),-10.19,"1,575",-155,006340,2018
2019/12(IFRS연결),19.98,"1,165",58,006340,2019
2020/12(IFRS연결),9.54,"1,080",113,006340,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-13.82,"1,770",-128,006340,2021
2017/12(IFRS연결),-13.08,"1,345",-103,043910,2017
2018/12(IFRS연결),-48.82,"1,401",-29,043910,2018
2019/12(IFRS연결),40.27,956,24,043910,2019
2020/12(IFRS연결),-10.97,"1,257",-115,043910,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-33.30,"1,385",-42,043910,2021
2017/12(IFRS연결),3.69,"6,500","1,761",082210,2017
2018/12(IFRS연결),4.84,"4,400",910,082210,2018
2019/12(IFRS연결),26.81,"7,400",276,082210,2019
2020/12(IFRS연결),26.63,"11,750",441,082210,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-48.06,"8,650",-180,082210,2021
2017/12(IFRS연결),7.29,"16,755","2,298",171090,2017
2018/12(IFRS연결),6.42,"7,550","1,176",171090,2018
2019/12(IFRS연결),129.40,"7,870",61,171090,2019
2020/12(IFRS연결),5.01,"7,280","1,453",171090,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-19.08,"22,800","-1,195",171090,2021
2017/12(IFRS연결),-7.71,688,-89,176440,2017
2018/12(IFRS연결),3.59,603,168,176440,2018
2019/12(IFRS연결),40.18,"2,170",54,176440,2019
2020/12(IFRS연결),22.66,"1,920",85,176440,2020
