,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주),name,code,year
"2019/12
									
(IFRS연결)","5,243",391,391,425,322,322,,"5,076","2,247","2,830","2,830",,221,470,-591,90,670,-200,988,7.45,6.15,11.96,6.73,79.40,"1,249.52",546,22.84,"4,981",2.51,75,0.60,13.05,"58,963,355",보령제약,003850,2019
"2020/12
									
(IFRS연결)","5,619",400,400,360,269,269,0,"6,480","3,077","3,403","3,399",4,238,447,"-1,445","1,214",183,265,"1,915",7.12,4.78,8.62,4.65,90.42,"1,415.56",435,36.02,"5,571",2.81,75,0.48,16.80,"63,525,678",보령제약,003850,2020
"2021/12
									
(IFRS연결)","6,273",414,414,707,431,430,1,"8,286","3,543","4,743","4,739",5,343,602,-478,"1,120",161,440,"2,155",6.61,6.87,10.58,5.84,74.70,"1,349.33",653,22.34,"7,192",2.03,100,0.68,15.31,"68,690,000",보령제약,003850,2021
"2017/12
									
(IFRS연결)","3,658",411,411,257,177,64,112,"5,200","3,383","1,817","1,317",489,112,384,-999,614,865,-481,"2,398",11.22,4.83,5.09,3.80,186.15,842.82,229,18.72,"4,794",0.90,0,0.00,0.00,"27,998,199",하나마이크론,067310,2017
"2018/12
									
(IFRS연결)","4,799",534,534,342,216,14,202,"6,049","3,987","2,062","1,339",,114,449,"-1,172",715,"1,211",-762,"3,124",11.13,4.51,1.05,3.85,193.28,876.28,49,61.63,"4,800",0.63,48,1.58,95.11,"28,444,549",하나마이크론,067310,2018
"2019/12
									
(IFRS연결)","4,982",453,453,235,145,-24,169,"7,067","4,702","2,365","1,450",915,138,719,"-1,307",633,"1,170",-451,"3,751",9.08,2.91,-1.70,2.21,198.87,849.87,-76,N/A,"4,252",1.05,40,0.89,-57.20,"34,637,330",하나마이크론,067310,2019
"2020/12
									
(IFRS연결)","5,395",510,510,113,36,-167,203,"7,648","5,181","2,467","1,379","1,088",153,828,"-1,256",853,"1,087",-259,"4,298",9.46,0.67,-11.81,0.49,209.97,752.88,-448,N/A,"3,644",2.50,0,0.00,0.00,"38,379,950",하나마이크론,067310,2020
"2021/12
									
(IFRS연결)","6,695","1,047","1,047",862,643,228,415,"10,304","5,986","4,318","2,583","1,735",240,"1,492","-1,843","1,059","1,786",-294,"4,144",15.64,9.60,11.49,7.16,138.61,"1,101.74",567,35.79,"5,390",3.77,,,,"47,921,854",하나마이크론,067310,2021
"2017/12
									
(IFRS연결)",272,-249,-249,-233,-237,-237,,456,91,365,365,,212,-40,-4,-40,4,-44,15,-91.50,-87.33,-65.56,-42.64,24.89,-3.98,-686,N/A,902,3.51,0,0.00,0.00,"40,683,859",진원생명과학,011000,2017
"2018/12
									
(IFRS연결)",343,-113,-113,-117,-119,-119,,493,199,294,294,,212,-73,-80,116,35,-108,124,-32.83,-34.70,-36.08,-25.07,67.62,-48.68,-292,N/A,726,3.20,0,0.00,0.00,"40,683,859",진원생명과학,011000,2018
"2019/12
									
(IFRS연결)",412,-82,-82,-71,-76,-76,,512,271,241,241,,219,-13,105,-7,28,-41,145,-19.91,-18.47,-28.50,-15.17,112.60,-77.64,-184,N/A,573,2.51,0,0.00,0.00,"42,128,933",진원생명과학,011000,2019
"2020/12
									
(IFRS연결)",415,-185,-185,-182,-186,-186,,"1,366",381,985,985,,448,-159,-443,"1,062",162,-321,178,-44.48,-44.93,-30.43,-19.87,38.64,79.86,-312,N/A,"1,420",9.94,0,0.00,0.00,"69,569,267",진원생명과학,011000,2020
"2021/12
									
(IFRS연결)",387,-275,-275,-156,-160,-160,,"2,495",440,"2,055","2,055",,775,-48,"-1,464","1,110",824,-873,184,-71.10,-41.22,-10.50,-8.26,21.44,142.68,-226,N/A,"2,659",6.09,0,0.00,,"77,479,055",진원생명과학,011000,2021
"2017/12
									
(IFRS연결)","23,811","2,246","2,246","2,202","1,678","1,668",10,"25,603","16,566","9,037","9,061",-23,168,"2,811","-4,175",-169,"1,546","1,265","11,389",9.43,7.05,19.65,7.52,183.31,"5,467.56","49,609",6.77,"269,402",1.25,"4,000",1.19,8.06,"3,363,200",동원산업,006040,2017
"2018/12
									
(IFRS연결)","24,446","1,777","1,777",903,710,691,19,"25,922","16,186","9,736","9,750",,168,528,-663,-898,707,-179,"11,080",7.27,2.90,7.35,2.76,166.25,"5,695.52","20,549",9.88,"289,909",0.70,"3,000",1.48,14.60,"3,363,200",동원산업,006040,2018
"2019/12
									
(IFRS연결)","26,826","1,936","1,936",749,514,448,66,"29,860","19,076","10,785","10,398",386,184,"1,932",-500,-900,871,"1,062","12,051",7.22,1.92,4.45,1.84,176.88,"5,781.60","12,632",16.74,"282,744",0.75,"2,000",0.95,16.41,"3,677,641",동원산업,006040,2019
"2020/12
									
(IFRS연결)","28,573","3,065","3,065","3,066","2,436","2,406",30,"31,060","18,109","12,951","12,508",443,184,"4,022","-1,305","-2,130",708,"3,314","12,719",10.73,8.53,21.01,8.00,139.82,"7,050.20","65,430",3.40,"366,689",0.61,"5,000",2.25,7.09,"3,677,641",동원산업,006040,2020
"2021/12
									
(IFRS연결)","28,022","2,607","2,607","2,236","1,715","1,692",23,"30,519","15,650","14,869","14,370",499,184,"3,330",-925,"-2,596",614,"2,716","9,923",9.30,6.12,12.59,5.57,105.26,"7,873.61","46,009",4.93,"421,286",0.54,"5,000",2.20,10.08,"3,677,641",동원산업,006040,2021
"2017/12
									
(IFRS연결)","6,685",197,197,-13,-9,-9,,"3,878","2,898",980,980,,55,286,-621,572,603,-317,"1,678",2.94,-0.13,-1.10,-0.26,295.64,"1,729.45",-66,N/A,"5,920",2.34,173,1.25,-321.57,"13,497,327",엠씨넥스,097520,2017
"2018/12
									
(IFRS연결)","6,970",411,411,428,298,298,,"3,911","2,613","1,297","1,297",,86,"1,255",-470,-752,473,782,"1,050",5.90,4.28,26.19,7.66,201.49,"1,470.86","1,767",7.33,"7,632",1.70,300,2.32,17.10,"14,165,193",엠씨넥스,097520,2018
"2019/12
									
(IFRS연결)","12,677","1,131","1,131","1,214",845,845,,"4,766","2,520","2,246","2,246",,89,"1,160","-1,042",-286,"1,052",108,830,8.92,6.67,47.71,19.48,112.22,"2,450.79","4,787",7.89,"12,735",2.96,500,1.32,10.43,"17,863,482",엠씨넥스,097520,2019
"2020/12
									
(IFRS연결)","13,113",592,592,526,384,384,,"4,534","2,005","2,529","2,529",,89,195,-373,-120,441,-245,825,4.51,2.93,16.10,8.27,79.25,"2,788.59","2,152",18.77,"14,344",2.82,500,1.24,22.93,"17,863,482",엠씨넥스,097520,2020
"2021/12
									
(IFRS연결)","10,093",239,239,503,395,395,,"5,255","2,266","2,990","2,990",,90,928,-675,-238,389,539,668,2.37,3.91,14.32,8.07,75.78,"3,188.54","2,206",26.06,"16,767",3.43,500,0.87,22.56,"17,973,432",엠씨넥스,097520,2021
"2017/12
									
(IFRS연결)","25,340",871,871,"1,607","1,215","1,134",81,"27,969","7,535","20,434","16,739","3,694",489,"1,064",-829,-54,240,825,373,3.44,4.79,7.12,4.88,36.88,"3,033.20","1,161",12.88,"19,173",0.78,80,0.54,6.16,"97,704,482",현대그린푸드,005440,2017
"2018/12
									
(IFRS연결)","32,517","1,372","1,372","1,823","1,272","1,031",241,"28,374","7,263","21,111","17,082",,489,954,-984,86,716,239,348,4.22,3.91,6.10,4.52,34.40,"3,231.48","1,056",13.55,"19,565",0.73,210,1.47,17.78,"97,704,482",현대그린푸드,005440,2018
"2019/12
									
(IFRS연결)","31,243",899,899,986,639,548,91,"29,666","8,502","21,164","17,172","3,991",489,"1,772","-1,242",-394,"1,321",450,964,2.88,2.05,3.20,2.20,40.17,"3,276.46",561,21.13,"19,669",0.60,210,1.77,33.46,"97,704,482",현대그린푸드,005440,2019
"2020/12
									
(IFRS연결)","32,385",786,786,"1,035",816,711,104,"30,685","8,783","21,902","17,812","4,090",489,"1,674","-1,516",-81,"1,102",572,"1,429",2.43,2.52,4.07,2.70,40.10,"3,381.21",728,12.03,"20,402",0.43,210,2.40,25.77,"97,704,482",현대그린푸드,005440,2020
"2021/12
									
(IFRS연결)","34,861",586,586,570,413,435,-21,"31,100","8,995","22,105","18,251","3,853",489,154,533,-857,708,-554,"1,118",1.68,1.19,2.41,1.34,40.69,"3,424.91",445,19.27,"20,905",0.41,210,2.45,42.19,"97,704,482",현대그린푸드,005440,2021
"2017/12
									
(IFRS연결)",39,-58,-58,-64,-64,-59,-5,405,149,257,212,44,136,-37,28,179,1,-38,132,-148.54,-163.23,-32.96,-18.45,58.05,25.51,-221,N/A,780,21.10,0,0.00,0.00,"27,250,787",오스코텍,039200,2017
"2018/12
									
(IFRS연결)",187,62,62,52,43,35,8,703,186,517,463,,143,-51,-79,193,22,-73,112,33.03,22.88,10.28,7.72,35.98,191.13,127,178.45,"1,621",13.94,0,0.00,0.00,"28,101,839",오스코텍,039200,2018
"2019/12
									
(IFRS연결)",44,-199,-199,-227,-250,-224,-25,724,180,544,513,31,150,0,18,208,42,-42,67,-454.53,-571.43,-45.98,-35.00,33.16,206.03,-784,N/A,"1,708",14.11,0,0.00,0.00,"29,200,311",오스코텍,039200,2019
"2020/12
									
(IFRS연결)",435,16,16,13,-20,-44,23,764,191,572,530,42,152,-179,-244,-10,52,-231,17,3.64,-4.71,-8.35,-2.75,33.45,218.94,-145,N/A,"1,750",37.48,0,0.00,0.00,"29,476,692",오스코텍,039200,2020
"2021/12
									
(IFRS연결)",39,-281,-281,-286,-286,-263,-23,490,178,312,288,24,152,-88,68,63,103,-191,73,-719.93,-732.56,-64.15,-45.61,57.00,50.54,-866,N/A,950,38.51,,,,"30,206,525",오스코텍,039200,2021
"2017/12
									
(IFRS연결)","1,231",-210,-210,813,963,972,-9,"5,305","2,811","2,494","1,615",879,84,-164,-93,429,17,-182,"2,234",-17.04,78.21,,,112.69,"1,680.76","5,045",0.99,"8,383",0.60,0,0.00,0.00,"19,262,593",삼강엠앤티,100090,2017
"2018/12
									
(IFRS연결)","1,440",-353,-353,-606,-602,-453,-149,"5,381","3,124","2,257","1,492",,132,-134,-556,496,542,-676,"2,372",-24.54,-41.80,-29.18,-11.26,138.40,944.21,"-2,012",N/A,"5,645",0.81,0,0.00,0.00,"26,425,409",삼강엠앤티,100090,2018
"2019/12
									
(IFRS연결)","3,845",-206,-206,-368,-371,-218,-153,"6,279","4,322","1,958","1,345",612,139,191,-221,119,34,157,"2,687",-5.36,-9.66,-15.40,-6.37,220.73,786.86,-796,N/A,"4,829",0.93,0,0.00,0.00,"27,863,420",삼강엠앤티,100090,2019
"2020/12
									
(IFRS연결)","4,272",290,290,92,122,84,38,"6,600","4,263","2,337","1,686",651,175,-575,-16,590,31,-607,"3,036",6.80,2.87,5.54,1.90,182.43,789.81,270,79.56,"4,805",4.46,0,0.00,0.00,"35,092,674",삼강엠앤티,100090,2020
"2021/12
									
(IFRS연결)","5,031",264,264,-817,-868,-505,-363,"7,394","5,593","1,801","1,404",397,183,"1,376",-487,-47,354,"1,022","2,989",5.25,-17.26,-32.71,-12.41,310.59,502.28,"-1,404",N/A,"3,839",5.57,,,,"36,574,368",삼강엠앤티,100090,2021
"2017/12
									
(IFRS연결)","1,507",77,77,149,111,111,,"2,362",249,"2,113","2,113",,223,86,-74,-180,45,41,0,5.09,7.36,5.21,4.68,11.80,967.31,152,104.65,"2,953",5.38,122,0.77,77.65,"73,065,241",부광약품,003000,2017
"2018/12
									
(IFRS연결)","1,942",351,351,"1,911","1,457","1,457",0,"4,936",802,"4,134","4,134",,244,68,350,345,37,31,0,18.09,75.00,46.64,39.91,19.39,"1,481.63","1,994",10.87,"5,658",3.83,134,0.62,6.71,"73,065,240",부광약품,003000,2018
"2019/12
									
(IFRS연결)","1,682",95,95,-14,-74,-74,0,"3,885",620,"3,265","3,262",2,318,-234,181,-575,35,-269,21,5.67,-4.42,-2.00,-1.69,19.00,"1,062.92",-101,N/A,"4,629",2.83,174,1.33,-164.46,"73,065,241",부광약품,003000,2019
"2020/12
									
(IFRS연결)","1,697",40,40,-83,-101,-72,-29,"4,010","1,298","2,712","2,585",127,333,7,130,282,19,-12,215,2.37,-5.96,-2.46,-2.56,47.85,842.08,-101,N/A,"3,775",7.44,91,0.32,-86.42,"71,063,049",부광약품,003000,2020
"2021/12
									
(IFRS연결)","1,825",56,56,38,-28,-9,-19,"3,974","1,174","2,801","2,696",105,364,265,47,-275,8,257,16,3.08,-1.53,-0.35,-0.70,41.90,747.38,-13,N/A,"3,938",3.28,100,0.78,-746.81,"71,063,049",부광약품,003000,2021
"2017/12
									
(IFRS연결)","1,812",870,870,852,700,701,-1,"3,809","1,844","1,965","1,917",49,28,565,-382,-74,380,185,"1,142",47.99,38.62,41.32,19.86,93.84,"8,699.49","10,716",37.39,"31,095",12.89,"1,902",0.47,16.58,"6,542,407",메디톡스,086900,2017
"2018/12
									
(IFRS연결)","2,054",855,855,851,698,700,-2,"3,950","1,378","2,572","2,526",,28,551,-161,-460,85,466,838,41.61,33.96,31.50,17.98,53.56,"10,862.70","10,694",45.90,"40,931",11.99,778,0.16,6.80,"6,542,407",메디톡스,086900,2018
"2019/12
									
(IFRS연결)","2,059",257,257,252,256,262,-6,"4,215","1,588","2,627","2,591",35,29,337,-284,-45,210,127,"1,024",12.48,12.41,10.24,6.26,60.47,"11,287.74","4,006",65.58,"42,211",6.22,711,0.27,16.52,"6,542,407",메디톡스,086900,2019
"2020/12
									
(IFRS연결)","1,408",-371,-371,-421,-300,-296,-5,"4,678","2,230","2,448","2,414",34,31,279,-520,507,411,-132,"1,474",-26.32,-21.33,-11.82,-6.76,91.08,"10,359.92","-4,520",N/A,"38,580",4.34,914,0.55,-18.73,"6,542,407",메디톡스,086900,2020
"2021/12
									
(IFRS연결)","1,849",345,345,"1,283",933,942,-9,"5,777","1,741","4,036","3,995",41,34,200,-278,348,175,25,"1,329",18.66,50.45,29.38,17.84,43.15,"14,061.23","13,474",10.68,"60,268",2.39,0,0.00,,"6,542,407",메디톡스,086900,2021
"2017/12
									
(IFRS연결)","12,287",550,550,671,539,539,,"12,523","3,268","9,255","9,255",,123,728,"-1,687",971,229,499,"1,500",4.48,4.38,5.96,4.70,35.31,"7,567.81","2,187",14.38,"42,125",0.75,350,1.11,14.28,"24,630,000",한섬,020000,2017
"2018/12
									
(IFRS연결)","12,992",912,912,952,724,724,,"12,727","2,820","9,907","9,907",,123,"2,149",-891,-937,86,"2,063",648,7.02,5.57,7.56,5.74,28.46,"8,082.91","2,940",12.33,"45,095",0.80,400,1.10,12.14,"24,630,000",한섬,020000,2018
"2019/12
									
(IFRS연결)","12,598","1,066","1,066","1,135",853,853,,"13,236","2,781","10,456","10,456",,123,"1,364",-589,-865,272,"1,093",241,8.46,6.77,8.37,6.57,26.60,"8,696.65","3,462",9.11,"47,591",0.66,450,1.43,11.60,"24,630,000",한섬,020000,2019
"2020/12
									
(IFRS연결)","11,959","1,021","1,021","1,122",849,851,-2,"14,385","3,125","11,260","11,221",39,123,"1,494","-1,478",54,171,"1,323",488,8.53,7.10,7.85,6.15,27.75,"9,309.65","3,455",8.76,"51,075",0.59,450,1.49,11.62,"24,630,000",한섬,020000,2020
"2021/12
									
(IFRS연결)","13,874","1,522","1,522","1,546","1,115","1,146",-30,"15,571","3,167","12,404","12,378",26,123,"1,721",-980,-502,603,"1,118",224,10.97,8.04,9.71,7.45,25.53,"10,157.70","4,651",7.65,"56,341",0.63,600,1.69,11.51,"24,630,000",한섬,020000,2021
"2017/12
									
(IFRS연결)","1,835",206,206,203,191,191,,"18,751","15,903","2,848","2,848",,"3,371","-1,315",-112,"1,146",4,,226,11.24,10.42,8.37,1.11,558.37,-15.45,38,13.16,416,1.20,0,0.00,0.00,"685,551,780",우리종금,010050,2017
"2018/12
									
(IFRS연결)","2,054",329,329,326,334,334,,"26,827","23,674","3,152","3,152",,"3,371",946,-45,153,5,,379,16.02,16.24,11.12,1.46,750.98,-6.42,49,15.27,460,1.62,0,0.00,0.00,"685,551,780",우리종금,010050,2018
"2019/12
									
(IFRS연결)","2,051",539,539,524,534,534,,"33,990","30,316","3,673","3,673",,"3,371","-5,172",323,"4,086",14,,588,26.27,26.02,15.63,1.75,825.30,9.03,78,8.07,536,1.17,0,0.00,0.00,"685,551,780",우리종금,010050,2019
"2020/12
									
(IFRS연결)","2,563",687,687,688,629,629,,"43,325","38,036","5,289","5,289",,"4,371","-2,503",42,"2,176",6,,"1,223",26.82,24.56,14.04,1.63,719.18,21.05,88,6.10,605,0.89,10,1.86,13.89,"874,203,406",우리종금,010050,2020
"2021/12
									
(IFRS연결)","3,033","1,040","1,040","1,045",799,799,,"51,597","45,599","5,999","5,999",,"4,371","-1,328",-131,"3,325",8,,"3,217",34.30,26.35,14.16,1.68,760.12,37.29,91,9.87,686,1.31,20,2.22,21.87,"874,203,406",우리종금,010050,2021
"2017/12
									
(IFRS연결)","6,685",197,197,-13,-9,-9,,"3,878","2,898",980,980,,55,286,-621,572,603,-317,"1,678",2.94,-0.13,-1.10,-0.26,295.64,"1,729.45",-66,N/A,"5,920",2.34,173,1.25,-321.57,"13,497,327",MCNEX Co,097520,2017
"2018/12
									
(IFRS연결)","6,970",411,411,428,298,298,,"3,911","2,613","1,297","1,297",,86,"1,255",-470,-752,473,782,"1,050",5.90,4.28,26.19,7.66,201.49,"1,470.86","1,767",7.33,"7,632",1.70,300,2.32,17.10,"14,165,193",MCNEX Co,097520,2018
"2019/12
									
(IFRS연결)","12,677","1,131","1,131","1,214",845,845,,"4,766","2,520","2,246","2,246",,89,"1,160","-1,042",-286,"1,052",108,830,8.92,6.67,47.71,19.48,112.22,"2,450.79","4,787",7.89,"12,735",2.96,500,1.32,10.43,"17,863,482",MCNEX Co,097520,2019
"2020/12
									
(IFRS연결)","13,113",592,592,526,384,384,,"4,534","2,005","2,529","2,529",,89,195,-373,-120,441,-245,825,4.51,2.93,16.10,8.27,79.25,"2,788.59","2,152",18.77,"14,344",2.82,500,1.24,22.93,"17,863,482",MCNEX Co,097520,2020
"2021/12
									
(IFRS연결)","10,093",239,239,503,395,395,,"5,255","2,266","2,990","2,990",,90,928,-675,-238,389,539,668,2.37,3.91,14.32,8.07,75.78,"3,188.54","2,206",26.06,"16,767",3.43,500,0.87,22.56,"17,973,432",MCNEX Co,097520,2021
"2017/12
									
(IFRS연결)","64,159",821,821,"1,511","8,012","7,179",833,"50,516","29,080","21,436","10,936","10,500",704,"-1,306",72,513,"1,941","-3,247","21,350",1.28,12.49,53.52,13.82,135.66,"2,934.94","28,731",3.62,"90,161",1.15,750,0.72,1.28,"10,784,283",SK디스커버리,006120,2017
"2018/12
									
(IFRS연결)","69,392","1,000","1,000",701,977,708,269,"48,056","24,870","23,186","14,495",,"1,117","-1,581","-1,594","2,993","2,558","-4,140","14,801",1.44,1.41,5.56,1.98,107.27,"2,118.77","3,936",6.63,"71,115",0.37,600,2.30,17.38,"19,037,855",SK디스커버리,006120,2018
"2019/12
									
(IFRS연결)","50,211","1,739","1,739","1,674","2,502","1,804",698,"50,001","26,769","23,232","16,827","6,406","1,117","2,175","1,835","-3,491","1,118","1,057","18,156",3.46,4.98,11.52,5.10,115.22,"2,400.51","8,844",2.96,"82,553",0.32,700,2.68,7.95,"19,037,855",SK디스커버리,006120,2019
"2020/12
									
(IFRS연결)","45,195","1,730","1,730","5,162","3,554","2,670",884,"56,216","30,053","26,164","19,470","6,694","1,117","1,634","-5,639","3,972",845,789,"22,292",3.83,7.87,14.71,6.69,114.86,"2,638.20","13,091",5.02,"95,522",0.69,"1,000",1.52,7.66,"19,037,855",SK디스커버리,006120,2020
"2021/12
									
(IFRS연결)","66,143",744,744,"3,647","2,723","2,129",594,"68,819","38,126","30,693","24,133","6,560","1,117","-4,551","-3,091","8,102","2,033","-6,584","31,540",1.12,4.12,9.77,4.35,124.22,"2,868.09","10,438",4.45,"121,961",0.38,"1,500",3.23,13.97,"19,037,855",SK디스커버리,006120,2021
"2017/12
									
(IFRS별도)",871,41,41,69,56,56,,848,361,487,487,,23,83,-74,-27,4,80,247,4.74,6.43,12.02,6.69,74.07,"2,029.00",245,,"2,129",0.00,60,,24.51,"22,892,600",현대사료,016790,2017
"2018/12
									
(IFRS별도)","1,048",13,13,-1,-6,-6,,941,372,568,568,,31,-158,48,87,10,-169,251,1.22,-0.52,-1.04,-0.62,65.51,"1,747.85",-20,N/A,"1,848",10.85,20,0.10,-111.86,"30,752,430",현대사료,016790,2018
"2019/12
									
(IFRS별도)","1,182",61,61,42,32,32,,974,379,595,595,,31,-55,34,10,6,-61,269,5.19,2.75,5.58,3.39,63.78,"1,833.36",106,118.95,"1,933",6.49,20,0.16,18.96,"30,752,430",현대사료,016790,2019
"2020/12
									
(IFRS별도)","1,075",-5,-5,3,1,1,,982,392,590,590,,31,132,-92,2,5,127,267,-0.45,0.12,0.22,0.13,66.54,"1,817.52",4,"3,162.09","1,918",6.86,20,0.15,480.93,"30,752,430",현대사료,016790,2020
"2021/12
									
(IFRS별도)","1,103",12,12,-9,-7,-7,,938,361,576,576,,31,53,-35,-25,78,-25,243,1.13,-0.66,-1.24,-0.76,62.72,"1,773.94",-24,N/A,"1,874",8.59,20,0.12,-84.80,"30,752,430",현대사료,016790,2021
"2017/12
									
(IFRS연결)",329,60,60,50,45,45,,371,65,306,306,,33,27,33,-1,7,20,0,18.34,13.82,15.95,13.11,21.32,838.21,694,43.37,"4,636",6.49,80,0.27,11.60,"6,591,055",파크시스템스,140860,2017
"2018/12
									
(IFRS연결)",418,57,57,62,56,56,,432,71,361,361,,33,39,-32,-4,8,31,0,13.60,13.38,16.78,13.94,19.69,989.94,844,47.75,"5,434",7.42,100,0.25,11.88,"6,646,055",파크시스템스,140860,2018
"2019/12
									
(IFRS연결)",520,80,80,84,85,85,,605,161,444,444,,33,16,9,-20,12,3,20,15.46,16.37,21.14,16.40,36.39,"1,224.44","1,277",31.75,"6,656",6.09,120,0.30,9.40,"6,665,055",파크시스템스,140860,2019
"2020/12
									
(IFRS연결)",712,150,150,107,100,100,,"1,044",513,531,531,,33,125,-149,266,146,-21,254,21.03,13.98,20.43,12.07,96.71,"1,500.13","1,493",63.29,"7,996",11.82,180,0.19,12.00,"6,668,855",파크시스템스,140860,2020
"2021/12
									
(IFRS연결)",852,176,176,88,91,91,,"1,339",438,901,901,,34,108,-38,-24,25,83,182,20.62,10.66,12.69,7.62,48.56,"2,519.36","1,355",112.91,"13,125",11.66,250,0.16,18.90,"6,898,303",파크시스템스,140860,2021
"2017/12
									
(IFRS연결)","5,916",111,111,378,296,234,62,"5,565","1,411","4,154","3,671",483,137,348,-508,6,362,-15,417,1.87,5.01,6.54,5.50,33.98,"2,592.46",855,15.43,"13,413",0.98,,,0.00,"23,620,751",코리아써키트,007810,2017
"2018/12
									
(IFRS연결)","5,358",-179,-179,-279,-279,-357,79,"5,005","1,127","3,878","3,316",,137,100,-31,-102,149,-49,315,-3.34,-5.20,-10.23,-5.27,29.07,"2,330.66","-1,306",N/A,"12,117",0.42,,,0.00,"23,620,751",코리아써키트,007810,2018
"2019/12
									
(IFRS연결)","5,434",139,139,78,21,7,14,"4,797",884,"3,913","3,403",510,137,472,-207,-319,29,443,4,2.55,0.39,0.21,0.43,22.59,"2,389.22",25,475.20,"12,434",0.96,,,0.00,"23,620,751",코리아써키트,007810,2019
"2020/12
									
(IFRS연결)","9,021",134,134,34,-118,116,-233,"9,217","3,554","5,663","3,430","2,233",137,188,-558,445,263,-74,"1,143",1.49,-1.31,3.39,-1.68,62.75,"2,428.98",423,35.25,"12,532",1.19,,,0.00,"23,620,751",코리아써키트,007810,2020
"2021/12
									
(IFRS연결)","14,242",851,851,895,722,562,160,"10,646","4,126","6,520","4,067","2,453",137,668,-790,-62,504,164,"1,093",5.98,5.07,14.99,7.27,63.29,"2,853.84","2,053",15.19,"14,860",2.10,,,,"23,620,751",코리아써키트,007810,2021
"2017/12
									
(IFRS연결)","11,104",983,983,705,464,403,61,"12,273","5,514","6,759","5,945",814,292,"1,673","-1,682",175,"1,588",84,"1,746",8.85,4.18,6.73,4.00,81.58,"2,216.90",692,40.27,"10,358",2.69,183,0.66,26.05,"58,305,400",서울반도체,046890,2017
"2018/12
									
(IFRS연결)","11,942",949,949,784,626,628,-2,"12,938","5,685","7,253","6,485",,292,"1,036","-1,464",171,"1,449",-413,"2,345",7.95,5.24,10.10,4.97,78.39,"2,332.90","1,077",17.97,"11,298",1.71,284,1.47,25.96,"58,305,400",서울반도체,046890,2018
"2019/12
									
(IFRS연결)","11,299",495,495,477,358,345,13,"13,221","5,764","7,457","6,611",846,292,"1,695",-962,-501,744,951,"2,142",4.38,3.17,5.27,2.74,77.30,"2,370.62",592,27.47,"11,517",1.41,156,0.96,25.96,"58,305,400",서울반도체,046890,2019
"2020/12
									
(IFRS연결)","11,531",597,597,357,290,178,113,"13,302","5,394","7,908","6,838","1,070",292,898,-921,-73,576,322,"2,067",5.17,2.52,2.64,2.19,68.21,"2,406.40",305,67.45,"12,054",1.70,157,0.76,50.14,"58,305,400",서울반도체,046890,2020
"2021/12
									
(IFRS연결)","13,010",632,632,758,615,497,118,"15,131","6,610","8,521","7,297","1,224",292,984,"-1,164",678,"1,416",-432,"3,204",4.86,4.73,7.03,4.33,77.57,"2,524.17",852,18.08,"12,942",1.19,460,2.99,52.23,"58,305,400",서울반도체,046890,2021
"2017/12
									
(IFRS연결)","6,847",478,478,366,270,264,6,"5,037","2,472","2,565","2,565",,127,201,-402,265,348,-147,603,6.98,3.95,10.73,5.79,96.37,"1,881.37","2,074",24.73,"20,319",2.52,200,0.39,9.55,"12,739,510",경동나비엔,009450,2017
"2018/12
									
(IFRS연결)","7,267",408,408,344,247,248,0,"5,836","3,035","2,801","2,799",,127,-145,-447,565,445,-590,"1,192",5.61,3.40,9.23,4.55,108.35,"2,089.13","1,943",21.38,"22,170",1.87,250,0.60,12.75,"12,739,510",경동나비엔,009450,2018
"2019/12
									
(IFRS연결)","7,743",448,448,484,279,279,0,"6,098","3,088","3,010","3,008",2,127,786,-515,-335,494,292,976,5.79,3.60,9.59,4.67,102.56,"2,255.62","2,186",21.31,"23,829",1.96,300,0.64,13.60,"12,739,510",경동나비엔,009450,2019
"2020/12
									
(IFRS연결)","8,734",671,671,524,416,416,,"7,347","3,865","3,482","3,482",0,136,576,-589,187,387,190,"1,424",7.68,4.77,12.83,6.19,111.02,"2,713.10","3,232",16.12,"25,811",2.02,350,0.67,11.34,"13,604,730",경동나비엔,009450,2020
"2021/12
									
(IFRS연결)","11,029",643,643,"1,021",807,807,,"9,339","4,835","4,504","4,504",0,146,807,-126,-631,594,213,"1,203",5.83,7.31,20.20,9.67,107.34,"3,495.11","5,826",9.42,"31,164",1.76,450,0.82,8.06,"14,568,592",경동나비엔,009450,2021
"2017/12
									
(IFRS연결)",456,85,85,70,68,68,,890,60,829,829,,54,96,-115,-33,45,50,13,18.72,14.98,8.51,7.88,7.30,"1,442.63",625,27.36,"7,694",2.22,130,0.76,21.34,"10,848,333",나노신소재,121600,2017
"2018/12
									
(IFRS연결)",522,88,88,83,77,77,,985,96,889,889,,54,39,-16,-16,48,-9,11,16.75,14.68,8.93,8.19,10.83,"1,564.50",702,21.79,"8,243",1.86,140,0.92,20.39,"10,848,333",나노신소재,121600,2018
