,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주),name,code,year
"2021/12
									
(IFRS연결)","3,146",211,211,215,164,164,,"2,149","1,734",415,415,,22,-5,89,-71,13,-18,276,6.72,5.21,49.26,8.40,418.09,"1,746.68","3,648",5.76,"9,230",2.28,,,,"4,493,990",Incar Financial Service,211050,2021
"2017/12
									
(IFRS연결)","1,951",364,364,479,519,492,27,"5,993","1,989","4,004","3,529",475,118,602,-202,-63,220,382,"1,309",18.65,26.62,10.98,6.02,49.67,"5,112.84","19,741",2.17,"155,248",0.28,500,1.17,2.31,"2,365,023",경동가스,012320,2017
"2018/12
									
(IFRS연결)","2,286",389,389,305,306,281,25,"6,001","1,922","4,079","3,994",,118,125,358,-461,57,68,"1,170",17.03,13.37,7.46,5.10,47.13,"5,542.28","11,862",3.14,"175,720",0.21,500,1.34,4.05,"2,365,023",경동가스,012320,2018
"2019/12
									
(IFRS연결)","2,717",236,229,156,89,91,-2,"6,055","1,909","4,145","4,067",78,118,324,-86,-216,45,279,"1,016",8.68,3.26,2.26,1.47,46.06,"5,767.49","3,850",9.52,"180,241",0.20,500,1.36,12.40,"2,365,023",경동가스,012320,2019
"2020/12
									
(IFRS연결)","3,105",207,195,174,165,152,12,"5,893","1,585","4,307","4,219",89,118,185,48,-266,52,132,803,6.65,5.31,3.68,2.76,36.80,"5,909.14","6,446",4.84,"193,481",0.16,500,1.60,7.15,"2,365,023",경동가스,012320,2020
"2021/12
									
(IFRS연결)","2,985",142,139,163,139,146,-7,"5,777","1,379","4,398","4,317",81,118,254,-84,-202,48,206,626,4.76,4.65,3.43,2.38,31.37,"5,985.09","6,190",5.71,"197,979",0.18,750,2.12,11.17,"2,365,023",경동가스,012320,2021
"2017/12
									
(IFRS연결)",208,39,39,42,35,35,,379,60,319,319,,24,23,-122,81,16,7,0,18.51,16.91,13.63,10.88,18.81,"1,293.34",414,15.66,"3,453",1.88,51,0.79,13.23,"9,444,600",지니언스,263860,2017
"2018/12
									
(IFRS연결)",214,24,24,27,26,26,,378,58,320,320,,47,31,-9,-23,32,-1,0,11.03,12.33,8.27,6.99,18.00,650.84,280,18.75,"3,488",1.51,0,0.00,0.00,"9,444,600",지니언스,263860,2018
"2019/12
									
(IFRS연결)",249,23,23,26,31,31,,427,89,339,339,,47,18,-8,-13,4,14,3,9.21,12.46,9.43,7.72,26.16,706.01,329,15.59,"3,792",1.35,0,0.00,0.00,"9,444,600",지니언스,263860,2019
"2020/12
									
(IFRS연결)",268,26,26,28,34,34,,441,92,349,349,,47,39,-23,-21,1,38,2,9.66,12.77,9.96,7.89,26.32,774.20,363,18.18,"4,082",1.61,0,0.00,0.00,"9,444,600",지니언스,263860,2020
"2021/12
									
(IFRS연결)",319,59,59,72,62,62,,527,116,411,411,,47,57,-43,-3,2,55,2,18.51,19.34,16.23,12.75,28.16,908.20,654,19.43,"4,660",2.73,120,0.94,17.15,"9,444,600",지니언스,263860,2021
"2017/12
									
(IFRS연결)",149,-15,-15,-14,-14,-14,,232,22,210,210,,43,-15,-21,,2,-17,6,-10.33,-9.52,-6.54,-5.91,10.53,389.66,-165,N/A,"2,438",3.06,0,0.00,0.00,"8,600,000",블루베리 NFT,044480,2017
"2018/12
									
(IFRS연결)",154,-8,-8,-72,-72,-72,,512,222,291,291,,55,6,21,300,5,0,121,-4.89,-46.78,-28.70,-19.30,76.26,425.69,-684,N/A,"2,653",3.16,0,0.00,0.00,"10,954,777",블루베리 NFT,044480,2018
"2019/12
									
(IFRS연결)",376,-23,-23,-33,-36,-4,-32,"1,401",487,914,447,467,65,-68,-51,315,15,-82,294,-6.20,-9.60,-1.00,-3.77,53.24,581.20,-30,N/A,"3,458",1.71,0,0.00,0.00,"12,935,719",블루베리 NFT,044480,2019
"2020/12
									
(IFRS연결)",130,-8,-8,-265,-267,-267,,655,194,461,461,,101,-48,-380,-5,17,-65,118,-6.40,-204.35,-58.75,-25.94,42.13,384.13,"-1,875",N/A,"2,288",1.57,0,0.00,0.00,"20,127,806",블루베리 NFT,044480,2020
"2021/12
									
(IFRS연결)",258,-56,-56,-318,-318,-295,-23,"1,779",754,"1,025",462,563,162,-20,-141,401,222,-242,519,-21.57,-123.28,-63.89,-26.10,73.50,201.40,"-1,107",N/A,"1,430",2.84,,,,"32,343,981",블루베리 NFT,044480,2021
"2017/12
									
(IFRS연결)",469,-18,-18,-39,-35,-35,,555,168,387,387,,34,40,13,,3,37,0,-3.76,-7.53,-8.73,-6.49,43.56,"1,036.56",-345,N/A,"3,808",2.56,0,0.00,0.00,"10,244,824",엔텔스,069410,2017
"2018/12
									
(IFRS연결)",623,17,17,34,23,23,,561,154,407,407,,34,-10,-16,-3,5,-14,0,2.72,3.75,5.89,4.18,37.95,"1,106.89",228,30.73,"4,017",1.74,0,0.00,0.00,"10,244,824",엔텔스,069410,2018
"2019/12
									
(IFRS연결)",602,28,28,33,20,20,,659,237,421,421,,34,3,8,-7,3,1,6,4.62,3.37,4.91,3.33,56.31,"1,165.80",198,31.75,"4,179",1.51,0,0.00,0.00,"10,244,824",엔텔스,069410,2019
"2020/12
									
(IFRS연결)",567,43,43,74,74,74,,605,114,491,491,,34,-58,6,-5,7,-65,4,7.54,12.99,16.15,11.65,23.31,"1,379.33",719,8.44,"4,890",1.24,,,0.00,"10,244,824",엔텔스,069410,2020
"2021/12
									
(IFRS연결)",575,24,24,53,42,42,,678,147,531,531,,51,93,-53,-2,3,90,3,4.25,7.26,8.18,6.51,27.79,977.76,408,26.37,"5,287",2.03,,,,"10,244,824",엔텔스,069410,2021
"2017/12
									
(IFRS연결)","14,434",358,358,-408,-418,-423,5,"12,742","10,039","2,703","2,694",9,323,594,-392,-44,856,-262,"6,959",2.48,-2.90,-14.23,-3.20,371.44,759.73,-655,N/A,"4,397",0.60,25,0.95,-3.62,"64,561,210",화승코퍼레이션,013520,2017
"2018/12
									
(IFRS연결)","15,281",539,539,-305,-332,-337,5,"12,118","9,933","2,185","2,176",,323,192,-215,40,524,-332,"7,018",3.53,-2.17,-13.82,-2.67,454.62,654.50,-521,N/A,"3,551",0.58,25,1.21,-4.55,"64,561,210",화승코퍼레이션,013520,2018
"2019/12
									
(IFRS연결)","15,520",650,650,373,235,230,5,"12,116","9,493","2,623","2,612",11,323,997,-756,-463,631,365,"6,748",4.19,1.52,9.62,1.94,361.97,714.06,357,5.93,"4,264",0.50,25,1.18,6.65,"64,561,210",화승코퍼레이션,013520,2019
"2020/12
									
(IFRS연결)","13,133",137,137,-265,-408,-413,6,"11,839","9,632","2,207","2,207",,345,611,-328,19,371,240,"6,856",1.05,-3.10,-17.15,-3.40,436.43,525.07,-628,N/A,"3,603",0.63,25,1.10,-3.71,"69,044,875",화승코퍼레이션,013520,2020
"2021/12
									
(IFRS연결)","13,998",102,102,-336,-377,-423,46,"11,552","9,578","1,974","1,443",531,250,-117,-457,91,384,-501,"7,020",0.73,-2.69,-23.17,-3.22,485.12,502.49,-795,N/A,"3,250",0.63,25,1.22,-2.63,"50,051,252",화승코퍼레이션,013520,2021
"2017/12
									
(IFRS연결)",166,15,15,-16,-9,-9,,951,262,689,689,,263,33,-16,223,3,30,150,8.92,-5.16,-1.29,-1.04,38.04,165.56,-33,N/A,"2,739",1.21,0,0.00,0.00,"26,254,825",클라우드에어,036170,2017
"2018/12
									
(IFRS연결)",144,7,7,-36,-23,-23,,"1,114",357,758,758,,295,17,-155,209,4,13,267,4.98,-16.22,-3.23,-2.26,47.07,161.15,-88,N/A,"2,670",0.95,0,0.00,0.00,"29,471,648",클라우드에어,036170,2018
"2019/12
									
(IFRS연결)",135,0,0,-90,-138,-138,,"1,022",139,883,883,,391,17,-369,-42,3,14,82,-0.07,-102.11,-16.79,-12.89,15.78,125.06,-416,N/A,"2,323",0.92,0,0.00,0.00,"39,116,090",클라우드에어,036170,2019
"2020/12
									
(IFRS연결)",136,-10,-10,-116,-116,-116,,"1,052",210,843,843,,451,-13,416,128,4,-17,74,-7.31,-85.19,-13.40,-11.15,24.87,89.84,-276,N/A,"1,914",0.97,0,0.00,0.00,"45,121,437",클라우드에어,036170,2020
"2021/12
									
(IFRS연결)",159,13,13,15,15,15,,"1,080",28,"1,051","1,051",,560,39,9,-2,17,22,1,8.29,9.57,1.60,1.42,2.70,90.65,29,51.29,"1,914",0.77,,,,"56,032,293",클라우드에어,036170,2021
"2017/12
									
(IFRS연결)","3,913",249,249,290,212,221,-9,"3,285","1,416","1,870","1,857",13,77,167,-17,-55,28,139,250,6.35,5.43,12.40,6.26,75.71,"2,422.72","1,430",4.78,"12,370",0.55,150,2.19,10.18,"15,470,000",성도이엔지,037350,2017
"2018/12
									
(IFRS연결)","5,292",206,206,204,173,174,-1,"4,555","2,541","2,013","2,001",,77,498,-141,-37,45,454,230,3.89,3.27,9.04,4.42,126.23,"2,605.86","1,127",4.38,"13,242",0.37,100,2.02,8.67,"15,470,000",성도이엔지,037350,2018
"2019/12
									
(IFRS연결)","6,957",190,190,-832,-656,-643,-12,"5,195","3,804","1,391","1,390",1,77,66,-14,-96,50,16,189,2.73,-9.43,-37.95,-13.45,273.56,"1,723.72","-4,159",N/A,"9,458",0.36,50,1.45,-0.73,"15,470,000",성도이엔지,037350,2019
"2020/12
									
(IFRS연결)","5,375",192,192,"1,210",892,893,-1,"4,095","1,811","2,283","2,289",-6,77,-306,20,168,9,-316,349,3.58,16.59,48.53,19.20,79.33,"2,906.43","5,770",0.79,"15,576",0.29,200,4.42,3.29,"15,470,000",성도이엔지,037350,2020
"2021/12
									
(IFRS연결)","5,556",169,169,270,203,214,-10,"4,439","1,878","2,561","2,577",-16,77,304,-25,-230,41,264,220,3.04,3.66,8.78,4.76,73.32,"3,150.29","1,380",4.10,"18,146",0.31,150,2.65,9.98,,성도이엔지,037350,2021
"2017/12
									
(IFRS연결)",367,-14,-14,-88,-87,-78,-9,"1,164",471,694,827,-133,253,99,-296,-92,12,87,70,-3.89,-23.63,-9.35,-7.02,67.84,240.58,-261,N/A,"2,729",1.97,0,0.00,0.00,"30,370,458",ARoot,096690,2017
"2018/12
									
(IFRS연결)",222,-54,-54,-95,-83,-72,-11,864,183,682,825,-143,267,14,-85,-3,5,9,1,-24.13,-37.56,-8.76,-8.22,26.77,220.51,-232,N/A,"2,580",0.51,0,0.00,0.00,"32,074,785",ARoot,096690,2018
"2019/12
									
(IFRS연결)",313,-10,-10,38,8,23,-16,"1,903","1,008",896,"1,054",-159,387,-65,-364,452,6,-71,607,-3.26,2.46,2.49,0.55,112.51,178.39,58,21.93,"2,273",0.56,0,0.00,0.00,"46,382,550",ARoot,096690,2019
"2020/12
									
(IFRS연결)",347,-26,-26,-266,-261,-251,-10,"1,335",397,938,"1,076",-139,63,-19,-166,160,38,-56,137,-7.41,-75.25,-23.53,-16.11,42.37,"1,652.54",-464,N/A,"1,418",0.68,0,0.00,0.00,"75,882,399",ARoot,096690,2020
"2021/12
									
(IFRS연결)",459,-48,-48,"-1,025","-1,026","-1,022",-4,"1,797",405,"1,392","1,458",-66,792,-203,-120,602,6,-209,94,-10.42,-223.59,-80.62,-65.53,29.12,102.78,-922,N/A,920,0.77,,,,"158,489,750",ARoot,096690,2021
"2017/12
									
(IFRS연결)","2,519",24,24,-27,-50,-10,-40,"2,117","1,167",950,667,283,97,40,-99,80,18,22,204,0.94,-1.98,-1.53,-2.50,122.80,571.98,-54,N/A,"3,447",0.92,0,0.00,0.00,"19,362,573",웰크론한텍,076080,2017
"2018/12
									
(IFRS연결)","2,643",34,34,49,2,-11,13,"2,254","1,253","1,002",661,,97,-193,-147,281,43,-236,371,1.30,0.09,-1.59,0.11,125.06,604.24,-55,N/A,"3,412",0.54,0,0.00,0.00,"19,362,573",웰크론한텍,076080,2018
"2019/12
									
(IFRS연결)","2,708",-58,-58,-169,-207,-20,-187,"1,539",896,643,651,-8,100,263,-23,-96,60,204,67,-2.13,-7.64,-2.99,-10.91,139.32,585.66,-101,N/A,"3,257",0.59,0,0.00,0.00,"19,980,102",웰크론한텍,076080,2019
"2020/12
									
(IFRS연결)","2,011",37,37,14,-1,0,-1,"1,439",807,632,640,-8,100,160,-129,-54,,160,23,1.84,-0.03,0.01,-0.04,127.62,585.74,0,"8,943.91","3,291",1.11,0,0.00,0.00,"19,980,102",웰크론한텍,076080,2020
"2021/12
									
(IFRS연결)","2,692",-2,-2,7,-1,0,0,"1,312",642,669,669,0,104,-226,0,136,0,-227,102,-0.09,-0.03,-0.03,-0.05,95.93,578.16,-1,N/A,"3,298",1.37,,,,"20,816,746",웰크론한텍,076080,2021
"2017/12
									
(IFRS연결)",601,31,31,34,42,42,0,493,78,415,414,1,55,74,-77,7,13,61,0,5.16,6.96,10.80,8.99,18.79,727.81,391,11.71,"4,093",1.12,70,1.53,16.85,"10,996,119",이글루시큐리티,067920,2017
"2018/12
									
(IFRS연결)",647,30,30,88,88,87,1,563,79,485,483,,55,36,-34,-17,3,33,0,4.61,13.64,19.40,16.69,16.19,870.54,791,5.72,"4,883",0.93,140,3.09,15.97,"10,996,119",이글루시큐리티,067920,2018
"2019/12
									
(IFRS연결)",756,17,17,21,20,21,-1,594,110,484,483,1,55,84,-22,-28,3,81,3,2.24,2.62,4.26,3.42,22.66,884.48,187,23.41,"4,971",0.88,140,3.20,66.17,"10,996,119",이글루시큐리티,067920,2019
"2020/12
									
(IFRS연결)",817,49,49,51,49,49,0,607,107,500,498,2,55,39,-14,-40,3,35,22,5.98,6.04,9.97,8.21,21.39,948.75,445,10.72,"5,427",0.88,160,3.35,30.04,"10,996,119",이글루시큐리티,067920,2020
"2021/12
									
(IFRS연결)",920,57,57,67,75,73,2,875,229,646,637,10,55,123,-129,121,8,115,80,6.15,8.18,12.86,10.15,35.38,"1,102.19",664,10.70,"6,129",1.16,160,2.25,22.77,"10,996,119",이글루시큐리티,067920,2021
"2017/12
									
(IFRS연결)","2,517",47,47,-85,-144,-86,-59,"3,742","2,160","1,582",228,"1,354",55,160,-8,-56,6,154,"1,289",1.88,-5.74,-33.33,-3.70,136.51,-21.67,-410,N/A,"1,038",1.76,0,0.00,0.00,"21,927,844",에쓰씨엔지니어링,023960,2017
"2018/12
									
(IFRS연결)","2,508",-33,-33,-147,-117,-3,-115,"3,670","2,218","1,453",246,"1,206",125,308,-33,-191,57,251,"1,084",-1.31,-4.67,-1.07,-3.16,152.68,-43.04,-11,N/A,984,1.52,0,0.00,0.00,"25,016,587",에쓰씨엔지니어링,023960,2018
"2019/12
									
(IFRS연결)","2,401",29,29,-45,-44,-4,-40,"3,739","2,186","1,553",249,"1,304",125,-449,12,392,5,-454,"1,306",1.20,-1.82,-1.45,-1.18,140.72,-40.73,-14,N/A,994,1.44,0,0.00,0.00,"25,016,587",에쓰씨엔지니어링,023960,2019
"2020/12
									
(IFRS별도)",725,-20,-20,-88,-101,-101,,686,489,197,197,,125,20,0,-21,0,20,180,-2.76,-13.99,-39.85,-14.27,248.66,70.12,-405,N/A,786,8.14,0,0.00,0.00,"25,016,587",에쓰씨엔지니어링,023960,2020
"2021/12
									
(IFRS연결)",757,-66,-66,-83,-79,-76,-3,"1,164",719,445,311,134,156,58,-186,196,43,15,188,-8.76,-10.46,,,161.39,116.61,-266,N/A,"1,001",2.99,0,0.00,,"31,121,109",에쓰씨엔지니어링,023960,2021
"2017/12
									
(IFRS연결)",417,-260,-260,-387,-315,-307,-8,"1,084",632,452,419,33,599,-47,-62,33,5,-52,509,-62.48,-75.61,-61.25,-24.48,139.80,-16.64,"-1,067",N/A,"1,399",1.13,0,0.00,0.00,"29,939,917",KR모터스,000040,2017
"2018/12
									
(IFRS연결)",366,-163,-163,-244,-244,-234,-11,"1,549",850,699,529,,947,-134,-99,473,6,-140,473,-44.46,-66.85,-49.31,-18.56,121.62,-35.08,-755,N/A,"1,117",1.45,0,0.00,0.00,"47,361,019",KR모터스,000040,2018
"2019/12
									
(IFRS연결)","1,326",-246,-246,-405,-410,-405,-6,"1,441","1,089",352,185,167,947,-71,73,-155,5,-76,714,-18.59,-30.96,-113.29,-27.45,309.20,-86.23,-855,N/A,392,2.31,0,0.00,0.00,"47,361,019",KR모터스,000040,2019
"2020/12
									
(IFRS연결)","1,178",12,12,-114,-115,-81,-34,"1,559","1,060",498,363,135,458,88,-74,103,51,38,415,1.03,-9.75,-29.64,-7.66,212.72,-35.01,-107,N/A,396,2.86,0,0.00,0.00,"91,661,018",KR모터스,000040,2020
"2021/12
									
(IFRS연결)","1,335",-27,-27,-119,-119,-95,-25,"1,684","1,182",502,370,132,481,-100,-30,42,11,-112,459,-2.02,-8.93,-25.82,-7.35,235.36,-43.26,-99,N/A,385,2.25,0,0.00,,"96,137,368",KR모터스,000040,2021
"2017/12
									
(IFRS연결)","3,457",-43,-43,-128,-105,-102,-3,"2,815","2,376",439,286,154,21,97,-118,5,101,-4,"1,767",-1.25,-3.04,-40.14,-3.77,540.70,"1,087.21",-643,N/A,"1,206",1.23,0,0.00,0.00,"23,679,552",삼보산업,009620,2017
